Movie ID,Movie Title,Keywords
14160,Up,"central and south america, age difference, balloon, travel, dog, duringcreditsstinger, pets, exploring, senior"
361743,Top Gun: Maverick,"fighter pilot, u.s. navy, sequel, nuclear weapons, military"
122917,The Hobbit: The Battle of the Five Armies,"corruption, based on novel or book, orcs, elves, dwarf, dragon, battle, unlikely friendship, epic battle, sword and sorcery"
537915,After,"based on novel or book, love, teenage crush"
808,Shrek,"princess, magic, fairy tale, donkey, liberation, lordship, prince, castle, robin hood, enchantment, swamp, parody, anthropomorphism, dragon, woman director, ogre, cartoon donkey"
1071215,Thanksgiving,"small town, sadism, holiday, massachusetts, thanksgiving, dark comedy, riot, plymouth, murder, serial killer, consumerism, slasher, whodunit, aftercreditsstinger, murder spree, teenage killer, black friday, based on short film, holidays, revenge slasher, stalked by a killer, revenge horror, masked killer, teen slasher, holiday horror"
493529,Dungeons & Dragons: Honor Among Thieves,"platonic love, gang of thieves, dragon, role playing game, based on video game, dungeons and dragons, heist gone wrong, duringcreditsstinger, father daughter relationship, spell & sorcery, wizardry"
278,The Shawshank Redemption,"prison, friendship, police brutality, corruption, based on novel or book, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, 1940s, voiceover"
436969,The Suicide Squad,"monster, secret mission, superhero, anti hero, giant monster, gore, based on comic, alien, betrayal, alien invasion, convict, parasite, super villain, world domination, aftercreditsstinger, dc extended universe (dceu), muscular men, character deaths"
884605,No Hard Feelings,"friendship, older woman seduces younger guy, romantic comedy, summer, new york state, teen comedy, hometown, bankruptcy, craigslist, animal shelter, socially awkward, uber, late coming of age, nude swimming, graduation party, helicopter parenting"
697843,Extraction 2,"mercenary, rescue mission, sequel, based on graphic novel"
786415,Ika Boys,
101299,The Hunger Games: Catching Fire,"rebellion, based on novel or book, propaganda, dystopia, games, uprising, sequel, president, survival, murder, conspiracy, female protagonist, tournament, based on young adult novel"
274855,Geostorm,"future, artificial intelligence (a.i.), weather manipulation, end of the world, murder, space, conspiracy, disaster, apocalypse, storm, space station, space shuttle, catastrophe, disaster movie, global threat, environmental disaster, overpopulated world"
251387,The Night Crew,"bounty hunter, motel, crew, survival, fugitive, desert, savage, hard up, horde"
724209,Heart of Stone,"saving the world, espionage, spy, mi6, british spy, female spy"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","witch, epic, sibling relationship, saving the world, based on novel or book, self sacrifice, winter, fairy tale, cupboard, beaver, lion, surrealism, battle, based on children's book, fantasy world, duringcreditsstinger, 1940s, high fantasy, isekai, based on young adult novel, faun, good versus evil"
744276,After Ever Happy,"based on novel or book, love, teenage crush"
913604,Renegades,
767,Harry Potter and the Half-Blood Prince,"witch, dying and death, london, england, magic, school of witchcraft, apparition, curse, teenage crush, school, werewolf, teenage love, luck, wizard, secret past, christmas, based on young adult novel"
842169,Girl Next,
508883,The Boy and the Heron,"based on novel or book, loss of loved one, world war ii, education, bullying, coming of age, spirituality, poverty, teenage boy, troubled childhood, moving to a city, anime, hand drawn animation, magic world, courage"
840430,The Holdovers,"vietnam war, winter, boarding school, holiday, 1970s, alcoholism, grief, misfit, mental illness, teacher student relationship, new england, boys' boarding school, christmas, troubled youth, loss of son, cook"
8920,Garfield,"cat, competition, mascot, lasagne, pets, live action and animation"
38757,Tangled,"princess, magic, hostage, fairy tale, horse, musical, blonde, tower, selfishness, healing power, adventurer, based on fairy tale, duringcreditsstinger, healing gift, animal sidekick, magic land"
2062,Ratatouille,"work, sibling relationship, paris, france, expensive restaurant, river, confidence, evacuation, mouse, leaving one's family, restaurant critic, spice, cookbook, food, chef, sewer, unlikely friendship, rat, french cuisine"
14836,Coraline,"friendship, dream, based on novel or book, eye, stuffed animal, stop motion, parallel world, button, new home, secret door, aftercreditsstinger, duringcreditsstinger, horror for children, talking cat, parallel universe, neil gaiman"
481848,The Call of the Wild,"based on novel or book, gold rush, dog, sled dogs, yukon, canada, 19th century, pets"
585511,Luck,"superstition, bad luck, leprechaun, computer animation, female protagonist"
792307,Poor Things,"based on novel or book, obsession, crooked lawyer, love, domestic abuse, female protagonist, doctor, prostitution, cruelty, scientist, disfigured face, exploring sexuality, female empowerment, female sexuality, brain transplant, absurdism, spousal abuse, women's liberation, victorian era, frankenstein, body horror"
616037,Thor: Love and Thunder,"hero, ex-girlfriend, superhero, greek mythology, based on comic, sequel, shadow, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), heroes, norse god, god of thunder, colorless, child abduction, thor, nude male lead"
936117,The Fox,
588228,The Tomorrow War,"world cup, time travel, global warming, glacier, alien invasion, military, future war, father son reunion, hope for future, changing the past or future, message from the future, father son relationship, father daughter relationship, world war, aliens"
273509,Blood Widow,"mask, infidelity, jealousy, boarding school, murder, sexploitation"
273509,Blood Widow,"mask, infidelity, jealousy, boarding school, murder, sexploitation"
24428,The Avengers,"new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
446893,Trolls World Tour,"dancing, friendship, concert, country music, guitar, cloud, saxophone, sequel, jail, based on toy, rock music, alien abduction, singing, king, desert, pop music, flute, mirage, electronic music, k-pop, spaceship, jukebox musical"
613504,After We Collided,"based on novel or book, love, teenage crush"
820609,No One Will Save You,"isolation, trauma, grief, female protagonist, home invasion, guilt, death of mother, alien attack, reclusive, aliens"
744275,After We Fell,"based on novel or book, family history, love, teenage crush, woman director, family tension"
753601,Around the World in 80 Days,
507532,Finestkind,"boston, massachusetts, brother, criminal, case"
675445,PAW Patrol: The Movie,"cartoon, dog, animal, kids"
1211814,Trees and Other Entanglements,
337167,Fifty Shades Freed,"based on novel or book, eroticism, sequel, bdsm"
912908,Strays,"talking dog, magic mushroom, crude humor, male masturbation, duringcreditsstinger, animal liberation, self-liberation, abandonment, abandoned puppy, toxic relationship, talking animal"
324786,Hacksaw Ridge,"japan, world war ii, violent father, pacifism, bible, gore, biography, based on true story, okinawa, conscientious objector, religion, soldier, alcoholic, war hero, medic, us military, battle of okinawa, congressional medal of honor"
842675,The Wandering Earth II,"space travel, space station, earth in peril, global threat, giant engine, global government"
27205,Inception,"rescue, mission, dream, airplane, paris, france, virtual reality, kidnapping, philosophy, spy, allegory, manipulation, car crash, heist, memory, architecture, los angeles, california, dream world, subconscious"
934433,Scream VI,"mask, new york city, trauma, halloween, college, fake identity, sequel, conspiracy theory, revenge, public murder, murder, social commentary, serial killer, police corruption, slasher, whodunit, multiple stabbings, brutality, killing spree, self-referential, crime spree, aftercreditsstinger, movie fan, copycat killer, costume horror, generation z, fbi agent"
1116410,R.A.D.A.R.: The Adventures of the Bionic Dog,
675,Harry Potter and the Order of the Phoenix,"witch, dying and death, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, occult, wizard, christmas, scholar, mystical land, ministry, based on young adult novel"
698508,Redeeming Love,"california, rape, prayer, love at first sight, gold rush, evangelical christianity, incest, self-doubt, misogyny, brothel madam, 19th century, self reflection, child prostitution, child selling, misandry, christian film, christian faith, biblical, 1850s, hosea"
12445,Harry Potter and the Deathly Hallows: Part 2,"witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, wizard, teenage hero, christmas, based on young adult novel, good versus evil"
791373,Zack Snyder's Justice League,"saving the world, superhero, resurrection, based on comic, superhero team, planet invasion, action hero, dc extended universe (dceu), superhero teamup, director's cut"
12444,Harry Potter and the Deathly Hallows: Part 1,"witch, friendship, london, england, corruption, escape, teleportation, isolation, magic, bravery, radio, road trip, shelter, tension, attack, werewolf, road movie, wizard, christmas, based on young adult novel"
216015,Fifty Shades of Grey,"bad smell, based on novel or book, eroticism, perversion, spanking, billionaire, rich, bdsm, woman director"
5825,National Lampoon's Christmas Vacation,"holiday, boss, family dinner, neighbor, domestic life, fantasy sequence, christmas, christmas bonus, jello"
324857,Spider-Man: Into the Spider-Verse,"superhero, based on comic, aftercreditsstinger, alternate universe"
492008,The Swordsman,"sword fight, joseon dynasty, chinese invasion of korea"
985939,Fall,sport climbing
150689,Cinderella,"magic, kingdom, fairy tale, prince, royalty, orphan, lost shoe, evil stepmother, based on fairy tale, retelling, live action and animation, live action remake"
836196,Denard: Anatomy of an Antihero,
346364,It,"small town, based on novel or book, clown, bullying, abandoned house, coming of age, flashback, murder, balloon, maine, school, creature, fear, summer, killer, missing person, death of brother, well, child, demonic, town history"
851644,20th Century Girl,"coming of age, teenage girl, first love, nostalgic, city life, coming out of habits, fresh city, dreaming of a girl"
263115,Logan,"future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic, sequel, super power, neo-western, troubled past, aging superhero, life on the margin"
882569,Guy Ritchie's The Covenant,"rescue, ambush, interpreter, afghanistan, afghanistan war (2001- ), war"
835767,Gunfight at Rio Bravo,
926946,The School of Magical Animals 2,
438631,Dune,"empire, future, epic, army, based on novel or book, prophecy, dystopia, emperor, sand, spice, hallucinogen, treason, baron, revenge, premonition, betrayal, space, water shortage, creature, desert, knife fight, destiny, giant worm, space opera, sand dune, messiah, mother son relationship, giant creature"
804755,Agnes,"nun, faith, priest, religion, church, demonic possession, rumor"
438695,Sing 2,"stage, anthropomorphism, singing, animal"
1003581,Justice League: Warworld,"superhero, based on comic, dcamu (tomorrowverse)"
960853,The Fishbowl,"cancer, woman director"
580489,Venom: Let There Be Carnage,"hero, psychopath, superhero, anti hero, villain, based on comic, sequel, creature, fear, aftercreditsstinger, symbiote, carnage, venom character"
106646,The Wolf of Wall Street,"corruption, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, stripping, hedonism, decadence, corrupt, 1980s, sharemarket fraud, financial market, black monday"
140607,Star Wars: The Force Awakens,"android, spacecraft, space opera"
10191,How to Train Your Dragon,"friendship, ship, blacksmith, island, based on novel or book, flying, arena, village, training, ignorance, viking, forest, flight, nest, dragon, battle, combat, well, warrior, pets"
39345,Casper Meets Wendy,
76341,Mad Max: Fury Road,"rescue, future, australia, chase, dystopia, post-apocalyptic future, survival, on the run, on the road, convoy, peak oil, dark future"
335984,Blade Runner 2049,"future, android, bounty hunter, artificial intelligence (a.i.), genetics, dystopia, sequel, cyberpunk, los angeles, california, las vegas, tech noir, blade runner, 2040s"
752623,The Lost City,duringcreditsstinger
315011,Shin Godzilla,"japan, monster, bureaucracy, politics, giant monster, nuclear radiation, political incompetence, tokyo, japan, destruction, reboot, kaiju, political turmoil, human made disaster, godzilla, nuclear disaster, us japan relations"
122,The Lord of the Rings: The Return of the King,"based on novel or book, orcs, elves, dwarf, bravery, suspicion, volcano, addiction, honor, royalty, troll, brutality, ghost, wizard, quest, live action and animation, sword and sorcery"
324552,John Wick: Chapter 2,"martial arts, assassin, hitman, gun, italy, roof, secret organization, sequel, revenge, shootout, handshake, neo-noir, dark, dogs"
741592,Cyst,"monster, mad doctor, schlock, gross out, surgery gone wrong"
766507,Prey,"hunter, native american, alien life-form, alien, prequel, decapitation, bear, dog, severed foot, bear attack, comanche, human vs alien, indigenous peoples, severed arm, dog hero, great plains"
354912,Coco,"skeleton, mexico, guitar, afterlife, musician, holiday, singer, life after death, child, day of the dead"
810693,Jujutsu Kaisen 0,"supernatural, exorcism, paranormal, tragedy, curse, based on manga, spirit, demon, school life, shounen, anime"
958263,Believer 2,sequel
982932,Shrapnel,"usa-mexico border, father daughter reunion, ex military, missing daughter, mexican cartel, rancher, mexican police"
562,Die Hard,"based on novel or book, s.w.a.t., hostage, fbi, christmas party, vault, heist, murder, shootout, los angeles, california, terrorism, one man army, hostage negotiator, one night, 1980s, action hero, german"
119450,Dawn of the Planet of the Apes,"dystopia, post-apocalyptic future, animal attack, leader, colony, forest, sequel, woods, ape, scientist, monkey, medical research, plague, 2030s"
975902,Boudica,female protagonist
459151,The Boss Baby: Family Business,"baby, boss, sequel, sibling, family"
536437,Hypnotic,"hypnotism, missing daughter"
781732,Animal,"domestic violence, held at gunpoint, misogyny, father son conflict, complex relationship, threatened woman"
22,Pirates of the Caribbean: The Curse of the Black Pearl,"blacksmith, east india company, gold, exotic island, governor, skeleton, jamaica, british empire, pirate, swashbuckler, 18th century, caribbean sea, aftercreditsstinger, pirate ship, british navy, tortuga, based on theme park ride"
958006,The Kill Room,"hitman, dark comedy, money, modern art, crime"
166428,How to Train Your Dragon: The Hidden World,"based on novel or book, flying, viking, sequel, overpopulation, dragon, love interest, based on children's book"
1007427,Night Train,
862,Toy Story,"rescue, friendship, mission, martial arts, jealousy, bullying, elementary school, rivalry, anthropomorphism, friends, computer animation, buddy, walkie talkie, toy car, boy next door, new toy, neighborhood, toy comes to life, resourcefulness"
102651,Maleficent,"magic, fairy tale, fairy, prince, villain, enchantment, betrayal, curse, kindness, protector, childhood friends, good becoming evil, raven, dark fantasy, based on fairy tale, retelling, literary adaptation, true love, wings, sleeping spell, dark forest, live action remake, cursed princess, fairies"
1156593,Your Fault,"based on novel or book, sequel"
453395,Doctor Strange in the Multiverse of Madness,"magic, superhero, based on comic, alternate reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
293660,Deadpool,"superhero, anti hero, mercenary, based on comic, aftercreditsstinger, duringcreditsstinger"
829557,365 Days: This Day,"gangster, sequel, bdsm, rich man poor woman, erotique"
299537,Captain Marvel,"superhero, based on comic, alien invasion, super power, female hero, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), woman director, hero's journey, 1990s, alien technology"
661374,Glass Onion: A Knives Out Mystery,"detective, greece, investigation, mona lisa (la gioconda), satire, sequel, murder, billionaire, whodunit, puzzle box, clue, identical twin, murder mystery, arrested development, covid-19"
68726,Pacific Rim,"monster, dystopia, giant monster, pacific, alaska, giant robot, apocalypse, hong kong, robot, alien invasion, kaiju, duringcreditsstinger, monster movie"
717930,Kandahar,"cia, undercover agent, behind enemy lines"
614479,Insidious: The Red Door,"sequel, demon, franchise, insidious, supernatural horror, evil spirits, directorial debut, fifth part"
900667,One Piece Film Red,"pirate, fighting, super power, aftercreditsstinger, anime"
105864,The Good Dinosaur,"friendship, tyrannosaurus rex, cartoon, friends, alternate history, dinosaur, fear, storm, nature, journey"
508943,Luca,"friendship, monster, italy, coming of age, friends, bromance, sea monster, vespa, aftercreditsstinger, seaside town, 1950s, pasta, water, italian riviera, pesto"
1159204,1962 Halloween Massacre,
10674,Mulan,"princess, daughter, china, homeland, villain, musical, sexism, training, cricket, based on true story, female protagonist, dragon, east asian lead, war hero, based on song, poem or rhyme, luck, great wall of china, gender disguise, based on fairy tale, female warrior, hand drawn animation, father daughter relationship, action comedy, woman disguised as man"
296096,Me Before You,"depression, small town, based on novel or book, england, artist, wheelchair, romance, love, caretaker, caregiver, disabled, valentine's day, twenty something, woman director, accident"
809,Shrek 2,"prison, princess, magic, kingdom, fairy tale, liberation, transformation, honeymoon, prince, parents-in-law, enchantment, sequel, anthropomorphism, dragon, ogre, cartoon donkey"
912916,The Other Zoey,"snowboarding, mistaken identity, romantic comedy, romance, duringcreditsstinger, teen, comedy"
81188,Rise of the Guardians,"new york city, friendship, amnesia, santa claus, cartoon, boogeyman, jack frost, duringcreditsstinger, christmas"
348350,Solo: A Star Wars Story,"spacecraft, smuggling (contraband), prequel, spin off, space opera"
1075519,The Locksmith,
588228,The Tomorrow War,"world cup, time travel, global warming, glacier, alien invasion, military, future war, father son reunion, hope for future, changing the past or future, message from the future, father son relationship, father daughter relationship, world war, aliens"
425,Ice Age,"dying and death, human evolution, parent child relationship, squirrel, loss of loved one, mammoth, sloth, stone age, prehistory, prehistoric creature, saber-toothed tiger, cavemen, road movie, neanderthal, prehistoric man, ground sloth"
290098,The Handmaiden,"jealousy, based on novel or book, library, pickpocket, con man, swindler, lesbian relationship, mansion, lust, lgbt, noblewoman, con woman, 1930s, lady's maid, handmade, seducer, japanese occupation of korea, lesbian, girls love"
539681,DC League of Super-Pets,"superhero, based on comic, super power, aftercreditsstinger, duringcreditsstinger, evil mastermind, talking animal"
48650,Room in Rome,"hotel, hotel room, rome, italy, female friendship, one-night stand, lesbian sex, based on movie, lying, erotic movie, intimacy, gay theme, lesbian"
961268,Ballerina,"bodyguard, revenge, best friend, wish fulfillment, ballerina, swordswoman, girl biker, loss of a friend"
863,Toy Story 2,"friendship, airplane, museum, prosecution, identity crisis, flea market, collector, sequel, buddy, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life"
527774,Raya and the Last Dragon,"kung fu, sword, warrior woman, female protagonist, dragon, vietnamese, south asian, warrior"
413393,Pure Imagination: The Story of 'Willy Wonka & the Chocolate Factory',short film
384018,Fast & Furious Presents: Hobbs & Shaw,"london, england, biological weapon, secret organization, family clan, spin off, family reunion, buddy comedy, samoa, aftercreditsstinger, duringcreditsstinger, buddy movie, mother son relationship, father daughter relationship, brother sister relationship"
168259,Furious 7,"car race, speed, street race, revenge, race, muscle car"
945729,A Haunting in Venice,"based on novel or book, venice, italy, loss of loved one, detective, medium, grief, whodunit, investigator, guilt, novelist, post world war ii, murder investigation, ghost, saeance, murder mystery, spiritism, halloween night, palazzo, retired detective"
313369,La La Land,"dancing, dance, jazz, musical, ambition, casting, coffee shop, jazz club, traffic jam, hollywood, los angeles, california, pianist, pier, audition, planetarium, aspiring actor, movie set, sunset, one woman show, pool party, griffith observatory"
285,Pirates of the Caribbean: At World's End,"east india company, exotic island, strong woman, love of one's life, afterlife, traitor, singapore, shipwreck, sword fight, pirate, monkey, swashbuckler, flying dutchman, rum, sailing ship, aftercreditsstinger, british navy, mass hanging"
14979,Thick as Thieves,"boardwalk, police investigation, woman director"
974931,Totally Killer,"halloween, time travel, carnival, serial killer, slasher, woman director, 1980s, horror comedy, mother daughter relationship, meta"
49013,Cars 2,"car race, sequel, anthropomorphism, best friend, duringcreditsstinger"
9479,The Nightmare Before Christmas,"skeleton, fire, magic, holiday, santa claus, halloween, musical, christmas tree, saving christmas, pumpkin, woods, stop motion, christmas"
10192,Shrek Forever After,"sequel, ogre"
335787,Uncharted,"lighter, treasure hunt, treasure map, based on video game, lost treasure, duringcreditsstinger, missing relative"
299534,Avengers: Endgame,"superhero, time travel, space travel, time machine, based on comic, sequel, alien invasion, superhero team, marvel cinematic universe (mcu), alternate timeline, father daughter relationship, sister sister relationship"
7485,Shooter,"sniper, philadelphia, pennsylvania, corruption, based on novel or book, fbi, senator, military service, rifle, president, cabin, sniper rifle, dog, sharpshooter, marksman, mountain cabin, military veteran, framed for murder, murder plot, army colonel, death of friend, u.s. marine corps, marine sniper"
1012042,Merry Swissmas,christmas
438148,Minions: The Rise of Gru,"1970s, sequel, spin off, duringcreditsstinger, minions, gentleminions"
916224,Suzume,"magic, door, natural disaster, calamity, travel, teenage girl, female protagonist, supernatural creature, enviromental, journey, anime"
1092329,Journey to Bethlehem,"arranged marriage, bethlehem, musical, family drama, christmas music, nativity, king herod, joseph of nazareth, christian film, christian faith, unwed pregnancy"
8587,The Lion King,"father murder, loss of loved one, africa, lion, manipulation, redemption, musical, uncle, murder, warthog, shaman, king, scar, family, hyena, meerkat, nature, hamlet, mandrill, murder confession, wildebeest"
1865,Pirates of the Caribbean: On Stranger Tides,"sea, ship, mutiny, captain, spain, england, sword, prime minister, sailing, mermaid, duke, silver, pirate, soldier, battle, swashbuckler, 18th century, aftercreditsstinger, blackbeard, 1750s"
339846,Baywatch,"drug dealer, sea, beach, yacht, life-saver, lifeguard, rookie, vigilantism"
260514,Cars 3,"trainer, sequel, anthropomorphism, travel, racing, high tech"
739405,Operation Fortune: Ruse de Guerre,"martial arts, london, england, showdown, madrid, spain, espionage, spy, secret agent, shootout, cannes, france"
916224,Suzume,"magic, door, natural disaster, calamity, travel, teenage girl, female protagonist, supernatural creature, enviromental, journey, anime"
1092329,Journey to Bethlehem,"arranged marriage, bethlehem, musical, family drama, christmas music, nativity, king herod, joseph of nazareth, christian film, christian faith, unwed pregnancy"
8587,The Lion King,"father murder, loss of loved one, africa, lion, manipulation, redemption, musical, uncle, murder, warthog, shaman, king, scar, family, hyena, meerkat, nature, hamlet, mandrill, murder confession, wildebeest"
1865,Pirates of the Caribbean: On Stranger Tides,"sea, ship, mutiny, captain, spain, england, sword, prime minister, sailing, mermaid, duke, silver, pirate, soldier, battle, swashbuckler, 18th century, aftercreditsstinger, blackbeard, 1750s"
339846,Baywatch,"drug dealer, sea, beach, yacht, life-saver, lifeguard, rookie, vigilantism"
260514,Cars 3,"trainer, sequel, anthropomorphism, travel, racing, high tech"
739405,Operation Fortune: Ruse de Guerre,"martial arts, london, england, showdown, madrid, spain, espionage, spy, secret agent, shootout, cannes, france"
10193,Toy Story 3,"escape, hostage, college, sequel, buddy, daycare, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life"
129,Spirited Away,"witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime"
840326,Sisu,"world war ii, lapland, nordic mythology, soldier, finnish mythology, bloody, violence"
852436,Let Her Kill You,
956920,There's Something in the Barn,"elves, holiday, dark comedy, family relationships, farm house, christmas, horror comedy, norwegian folklore, old barn, northern norway"
155,The Dark Knight,"joker, sadism, chaos, secret identity, crime fighter, superhero, anti hero, scarecrow, based on comic, vigilante, organized crime, tragic hero, anti villain, criminal mastermind, district attorney, super power, super villain, neo-noir"
457332,Hidden Strike,"middle east, special forces, buddy film, buddy movie, green zone, highway of death"
652810,The Mongolian Connection,
338953,Fantastic Beasts: The Secrets of Dumbledore,"prison, witch, berlin, germany, magic, election campaign, curse, bhutan, fantasy world, wizard, magical creature, 1930s, good versus evil"
1064835,The Seven Deadly Sins: Grudge of Edinburgh Part 2,"based on manga, anime"
454626,Sonic the Hedgehog,"friendship, video game, san francisco, california, road trip, cop, based on video game, duringcreditsstinger, bar fight, hedgehog, live action and animation, live action remake, flossing"
131634,The Hunger Games: Mockingjay - Part 2,"strong woman, based on novel or book, revolution, dystopia, death match, based on young adult novel"
975533,The Archies,"musical, based on comic, india, 1960s, teenager"
637649,Wrath of Man,"robbery, crime boss, revenge, shootout, shooter, los angeles, california, theft, security guard, ex soldier, cash truck"
228150,Fury,"hero, nazi, ambush, bravery, world war ii, heroism, tank, europe, execution, battle, brutality, hatred, 1940s, beating the odds"
915935,Anatomy of a Fall,"husband wife relationship, winter, bisexuality, autopsy, blind, courtroom, lgbt, death of husband, woman director, courtroom drama, mother son relationship, bisexual woman, grenoble"
210577,Gone Girl,"infidelity, based on novel or book, wife, marriage crisis, investigation, disappearance, psychological thriller, whodunit, missing person, search party, criminal lawyer, murder suspect, missing wife, perspective, manipulative woman, killed during sex"
664767,Mortal Kombat Legends: Scorpion's Revenge,"magic, ninja fighter, revenge, sorcerer, tournament, shaolin monk, fighting, based on video game, adult animation, god of thunder"
942881,Lonely Castle in the Mirror,"based on novel or book, survival, seinen, anime"
419548,Krampus: The Devil Returns,
284053,Thor: Ragnarok,"superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki"
536554,M3GAN,"artificial intelligence (a.i.), aunt niece relationship, evil doll, orphan, car accident, niece, robot, juvenile delinquent, doll, information leak, dead dog, nosy neighbor, hit by a car, dead parents, attacked by a dog, creepy doll, possessed doll"
663712,Terrifier 2,"halloween, clown, gore, resurrection, sequel, slasher, killer, killer clown, duringcreditsstinger, evil clown, halloween night, graphic violence, megaslasher"
274479,Joy,"factory, strong woman, inventor, biography, based on true story, new york state, entrepreneur, mop, 1990s, stolen patent"
335983,Venom,"spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote, genetic experiment"
370172,No Time to Die,"based on novel or book, forgiveness, poison, spy, mi6, family, british secret service, parents, global threat, nanobots"
887870,Blue Giant,"jazz, musician, saxophone, based on manga, anime"
1024773,It Lives Inside,"supernatural, based on myths, legends or folklore, supernatural horror, indian american, horror"
736526,Troll,"mountain, mythical creature, creature, oslo, norway, monster movie, norwegian folklore"
734253,Adipurush,"ramayana, based on myths, legends or folklore, cgi-live action hybrid"
709716,The Lake,"monster, giant monster, lake monster, rampaging monster"
829560,The Next 365 Days,"gangster, bdsm, rich man poor woman"
1074080,Campeonex,"sequel, human relationship, esports, sport"
